company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
Dana Electric,danaelectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.308,tier3,Electrical Contractors,Vancouver,BC
Get Fencing,getfencing.com,abuse@enom.com,"eNom, LLC",0.267,tier3,Fence Contractors,Vancouver,BC
Westcoast Contractors,westcoastcontractors.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.378,tier3,General Contractor,Surrey,BC
WJ Cleaning Services,wj-cleaning.com,domainabuse@35.cn,"Xiamen 35.com Information Co., Ltd.",0.229,tier3,Cleaning Services,Vancouver,BC
Progressive Plumbing Ltd,progressive-plumbing.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.324,tier3,Plumber,Vancouver,BC
Concert Properties Ltd,concertproperties.com,abuse@easydns.com,easyDNS Technologies Inc.,0.316,tier3,Real Estate Development,Vancouver,BC
Roka Projects Inc,rokaprojects.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.229,tier3,General Contractor,Vancouver,BC
Irish Construction,irishconstruction.com,abuse@hostingireland.ie,Team Blue Internet Services IE Limited,0.154,tier3,Construction Services,Vancouver,BC
ToServe,toserve.com,DomainAbuse@service.aliyun.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0.105,tier3,Moving and Storage Companies,Vancouver,BC
Amacon Construction Ltd,amaconconstruction.com,abuse@webnames.ca,Webnames.ca Inc.,0.207,tier3,General Contractor,Vancouver,BC
Totalplan Inc,totalplan.com,domain.operations@web.com,"Network Solutions, LLC",0.25,tier3,Bathroom Design,Vancouver,BC
Curlys Carpet Repair,curlyscarpetrepair.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.067,tier3,Carpet and Rug Repair,Vancouver,BC
Sterling Oaks Consulting,sterlingoaks.com,abuse@moniker.com,Moniker Online Services LLC,0.37,tier3,Home Improvement,Vancouver,BC
New Generation Construction Ltd,new-generation-construction.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.301,tier3,Construction Services,Vancouver,BC
Expert Electric Ltd.,expert-electric.com,abuse@reg.ru,Registrar of Domain Names REG.RU LLC,0.174,tier3,Electrician,Vancouver,BC
JDP Construction Ltd,jdp-construction.com,abuse@dtnt.com,Domain The Net Technologies Ltd.,0.233,tier3,Home Improvement,Vancouver,BC
Make Projects Ltd,make-projects.com,abuse@ionos.com,IONOS SE,0.095,tier3,Building Contractors,Vancouver,BC
Unison CM,unisoncm.com,abuse@metaregistrar.com,Metaregistrar BV,0.24,tier3,General Contractor,Vancouver,BC
Shield Construction Ltd,shieldconstruction.com,abuse@directnic.com,"DNC Holdings, Inc.",0.182,tier3,Construction,Vancouver,BC
Fusion Projects,fusionprojects.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.294,tier3,Construction Management,Vancouver,BC
Dapcon Contracting,dapcon.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.3,tier3,General Contractor,Vancouver,BC
Axiom Builders Inc,axiom-builders.com,abuse@porkbun.com,Porkbun LLC,0.286,tier3,General Contractor,Vancouver,BC
Eventpower,eventpower.com,domainabuse@tucows.com,Tucows Domains Inc.,0.25,tier3,Electric Generators,Vancouver,BC
Innovative Steel Ltd,innovative-steel.com,abuse@imena.ua,"Internet Invest, Ltd. dba Imena.ua",0.513,tier3,General Contractor,Vancouver,BC
Ledcor Industries Ltd,ledcorindustries.com,abuse@namecheap.com,"NameCheap, Inc.",0.231,tier3,General Contractor,Vancouver,BC
Copa Development Corp,copa-development.com,abuse@ascio.com,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",0.208,tier3,Building Contractors,Vancouver,BC
True Electric,trueelectric.com,domain-abuse@internetx.com,InterNetX GmbH,0.296,tier3,Electric Companies,Vancouver,BC
Trucon Contracting,trucon.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.114,tier3,General Contractor,Vancouver,BC
Coast Utility Contracting Ltd.,coastutility.com,domain-abuse@wix.com,Wix.com Ltd.,0.211,tier3,Power Line Construction,Victoria,BC
Aspect Electrical Services,aspectelectrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.083,tier3,Electrician,Victoria,BC
Rai Contracting,rai.com,abuse@comlaude.com,Nom-iq Ltd. dba COM LAUDE,0.105,tier3,Asbestos Removal,Victoria,BC
Silver Fern Stainless Ltd.,silverfernstainless.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.444,tier3,Sheet Metal Fabrication,Victoria,BC
Conrad Contracting,conrad.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.37,tier3,General Contractor,Victoria,BC
Coastal Shores Window Cleaning,coastalshoreswindowcleaning.com,abuse@1api.net,1API GmbH,0.154,tier3,Window Cleaning,Victoria,BC
