company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
R & R Electric Ltd.,r-r-electric.com,abuse@registrar.eu,Hosting Concepts B.V. d/b/a Registrar.eu,0.213,tier3,Electrician,Kamloops,BC
Oswell Construction Ltd,oswellconstruction.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.207,tier3,Home Improvement,Kamloops,BC
Polytech Foam Solutions Inc.,polytechfoam.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.308,tier3,Spray Foam Insulation Contractors,Kamloops,BC
Skull Mountain Contracting,skull-mountain.com,abuse@123-reg.co.uk,123-Reg Limited,0.0,tier3,General Contractor,Kamloops,BC
CBT Mechanical Inc.,cbtmechanical.com,abuse@enom.com,"eNom, LLC",0.111,tier3,Mechanical Contractors,Kamloops,BC
Sunset Landscaping,sunset-landscaping.com,abuse@namecheap.com,"NameCheap, Inc.",0.37,tier3,Landscape Contractors,Kamloops,BC
Centrecore HVAC Services,centrecorehvac.com,domainabuse@tucows.com,Tucows Domains Inc.,0.345,tier3,Heating and Air Conditioning,Kamloops,BC
Concrete Solutions,concrete.com,domain.operations@web.com,"Network Solutions, LLC",0.4,tier3,Concrete Contractors,Kamloops,BC
Ocean Cleaning Company Ltd,oceancleaning.com,abuse@hosting.kr,"Megazone Corp., dba HOSTING.KR",0.375,tier3,Cleaning Services,Kamloops,BC
All Service Plumbing & Heating,allplumbingheating.com,abuse@dynadot.com,Dynadot Inc,0.148,tier3,Plumber,Quesnel,BC
Altrad Contracting,altrad.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.222,tier3,General Contractor,Prince George,BC
Angelus Contracting,angelus.com,abuse@support.gandi.net,Gandi SAS,0.375,tier3,General Contractor,Prince George,BC
Apex Insulation,apex-insulation.com,domainabuse@automattic.com,Automattic Inc.,0.4,tier3,Insulation Contractors,Prince George,BC
Aqua Drilling Services Ltd.,aqua-drilling.com,abuse@cdmon.com,"10dencehispahard, S.L.",0.25,tier3,Drilling Contractor,Williams Lake,BC
Bench Rentals,benchrentals.com,abuse@dotEarth.com,"Domain Registration Services, Inc. dba dotEarth.com",0.318,tier3,Construction Services,Prince George,BC
Big Country Pumps Inc.,bigcountrypumps.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.103,tier3,Pump Service,150 Mile House,BC
Costa Del Sol,costadelsol.com,legalservices@eurodns.com,EuroDNS S.A.,0.348,tier3,General Contractor,Prince George,BC
Crossroads Construction CO LTD,crossroads-construction.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.121,tier3,General Contractor,Prince George,BC
Excel Painting,excel-painting.com,abuse@internet.gmo,"GMO Internet Group, Inc. d/b/a Onamae.com",0.25,tier3,Painting Contractors,Prince George,BC
GL Construction,gl-construction.com,abuse@1api.net,1API GmbH,0.083,tier3,Home Builders,Williams Lake,BC
JR & Sons Enterprises Ltd.,jr-sons.com,abuse@one.com,One.com A/S,0.375,tier3,Lead Renovator,Prince George,BC
MJA Plumbing Services,mjaplumbing.com,abuse@bluehost.com,Bluehost Inc.,0.2,tier3,Plumber,Tumbler Ridge,BC
Macon Construction LTD,maconconstruction.com,abuse@directnic.com,"DNC Holdings, Inc.",0.095,tier3,Construction Services,Williams Lake,BC
Mainline Plumbing and Heating,mainlineplumbingandheating.com,abuse@namespro.ca,Namespro Solutions Inc.,0.162,tier3,Plumbing Renovation,Prince George,BC
NRS Engineering LTD,nrs-engineering.com,abuse@ionos.com,IONOS SE,0.348,tier3,General Engineering Contractor,Prince George,BC
