company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
River Crest Contracting Ltd.,rivercrest.com,abuse@spaceship.com,"Spaceship, Inc.",0.3,tier3,General Contractor,Chilliwack,BC
Tribrink Contracting Ltd,tribrink.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.294,tier3,General Contractor,Chilliwack,BC
Legacy Pro Contractors Inc.,legacyprocontractors.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.312,tier3,General Contractor,Chilliwack,BC
Morningstar Painting,morningstar-painting.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.209,tier3,Commercial Painter,Chilliwack,BC
EAM Masonry Ltd,eammasonry.com,abuse@namecheap.com,"NameCheap, Inc.",0.2,tier3,Contractor Referral,Chilliwack,BC
WSE Contracting,wse.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.0,tier3,Home Improvement,Chilliwack,BC
Acme Electrical Ltd.,acme-electrical.com,abuse@one.com,One.com A/S,0.25,tier3,Electrical Contractors,Chilliwack,BC
RT Construction,rtconstruction.com,abuse@dynadot.com,Dynadot Inc,0.091,tier3,Construction,Chilliwack,BC
Sunshine Painting Ltd,sunshinepainting.com,domain.operations@web.com,"Network Solutions, LLC",0.25,tier3,Painting Contractors,Chilliwack,BC
James Johnson Enterprises Ltd.,james-johnson.com,domainabuse@tucows.com,Tucows Domains Inc.,0.37,tier3,Holding Company,Chilliwack,BC
End To End Services Ltd.,endtoend.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.129,tier3,Flooring Contractors,Chilliwack,BC
Grosvenor Electric Ltd.,grosvenorelectric.com,abuse@enom.com,"eNom, LLC",0.273,tier3,Electrician,Chilliwack,BC
Jomi Construction Ltd,jomiconstruction.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.39,tier3,General Contractor,Chilliwack,BC
JB Exteriors,jbexteriors.com,abuse@bluehost.com,Launchpad.com Inc.,0.083,tier3,Siding Contractors,Chilliwack,BC
Angie's Painting,angiespainting.com,domainabuse@automattic.com,Automattic Inc.,0.32,tier3,Painting Contractors,Chilliwack,BC
Blue Boy Painter,blueboypainter.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.368,tier3,Painting Contractors,Chilliwack,BC
JLM Contracting,jlm.com,abuse@ename.com,"eName Technology Co., Ltd.",0.105,tier3,Construction Services,Chilliwack,BC
G S M Contracting,g-s-m.com,abuse@porkbun.com,Porkbun LLC,0.0,tier3,General Contractor,Chilliwack,BC
Blue Crest Electric Ltd.,bluecrestelectric.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.389,tier3,Electrician,Chilliwack,BC
Fraser Valley Roofing Ltd.,fraservalleyroofing.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.194,tier3,Roofing Contractors,Chilliwack,BC
Tristan Savoie Painting & Decorating,tristansavoiepaintingdecorating.com,domain-abuse@wix.com,Wix.com Ltd.,0.15,tier3,Painting Contractors,Chilliwack,BC
JG Roofing Ltd.,jg-roofing.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.244,tier3,Roofing Contractors,Chilliwack,BC
Streamline Painting,streamline-painting.com,ZYS@GNAME.COM,Gname 132 Inc,0.286,tier3,Painting Contractors,Chilliwack,BC
Service Plumbing,plumbing.com,abuse@key-systems.net,Key-Systems GmbH,0.167,tier3,Plumber,Chilliwack,BC
Vedder Electric,vedderelectric.com,abuse@ionos.com,IONOS SE,0.087,tier3,Electrician,Chilliwack,BC
Blue Tech Electric LTD,bluetechelectric.com,abuse@namesilo.com,"NameSilo, LLC",0.077,tier3,Electrician,Chilliwack,BC
Big Bear Electric Inc.,bigbearelectric.com,abuse@moniker.com,Moniker Online Services LLC,0.323,tier3,Electrical Contractors,Chilliwack,BC
Dura-Ramp Inc.,dura-ramp.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.24,tier3,Industrial Manufacturers,Chilliwack,BC
